"jvm","mode","gcc","gc","benchmark","category","cpu","ti","ipc","tbr","tbrpti","brmps","tbmr","bmr","tl1dl","tl1dlpti","l1dlmps","tl1dlmr","l1dlmr","tl2dl","tl2dlpti","l2dlmps","tl2dlmr","l2dlmr","tpf","tpfpti","pfmr","pfkps","to","topti","rtp","tc","meanA","stdA","minA","maxA","samplesA","meanV","stdV","minV","maxV","samplesV","meanW","stdW","minW","maxW","samplesW","C","Ah","energyJ","energyWh","l1dlmrps","l2dlmrps"
"j10","HS","GCC8","SGC","finagle-http","web",3.228,72586562833,0.32,14143742633,19.4853456080301,92.885,1252915665,8.86,26823575218,36.9539129159663,176.155,1526518432,5.69,7409365921,10.2076274613619,48.659,1541366522,20.8,170633,0.000235075189319235,0.011071810601409,0.001,24209879061,33.3531140146417,47.177372483,152272.263888,0.868505,0.0952028,0.527222,1.54619,94426012,4.98503,0.0190367,4.83622,5.08137,94426012,4.32792,0.460928,2.65867,7.53034,94426012,41.0048,0.0113902,204.334,0.0567594,10.0232195,10.121072
"j10","HS","GCC8","SGC","fj-kmeans","concurrency",2.931,101525240571,0.94,15662236040,15.4269381209167,181.497,191191184,1.22,26581694601,26.1823507646953,308.033,565614767,2.13,2169444761,2.13685261792887,25.14,754875618,34.8,166822,0.000164315788922791,0.0220966014823731,0.002,57111865169,56.2538584964591,29.439196133,86294.819737,0.862629,0.178731,0.497537,1.89774,58945094,4.98592,0.0352199,4.76812,5.08251,58945094,4.2949,0.857127,2.51067,9.11541,58945094,25.4239,0.00706219,126.582,0.0351616,6.5611029,8.74872
"j10","HS","GCC8","SGC","future-genetic","functional",2.075,25352248536,0.6,4322781150,17.0508787173717,152.931,230772152,5.34,8090429452,31.9120784908354,286.222,338183336,4.18,1444903350,5.69931044951791,51.118,213977021,14.81,151344,0.000596964800913389,0.0707247387057842,0.005,11494134584,45.3377323422749,13.619898353,28266.227423,0.808329,0.0916926,0.494869,1.38842,27308149,4.99677,0.0184439,4.868,5.08251,27308149,4.03754,0.44457,2.49945,6.80442,27308149,11.037,0.00306583,55.1289,0.0153136,11.9640796,7.5705758
"j10","HS","GCC8","SGC","gauss-mix","apache",1.286,74496311341,0.88,13725859768,18.4248850995738,242.902,592940521,4.32,23842136728,32.0044527021812,421.927,666468836,2.8,2480153088,3.32922938512664,43.89,323320503,13.04,177668,0.000238492345193766,0.0549355065688867,0.003,34448161757,46.2414328131184,43.94701943,56507.773517,0.728788,0.137117,0.472188,1.54085,87961098,5.01218,0.0269201,4.83622,5.08932,87961098,3.64931,0.666528,2.38596,7.50086,87961098,32.0525,0.00890347,160.499,0.044583,11.813956,5.723256
"j10","HS","GCC8","SGC","log-regression","apache",1.073,85549361284,0.76,16267637905,19.0154989597128,215.465,875795559,5.38,27050157826,31.6193568484995,358.28,871935153,3.22,3386754726,3.95883110658994,44.858,539361332,15.93,322158,0.000376575575977155,0.0597130698909817,0.004,38844810827,45.4063130851978,70.350940857,75500.114968,0.700835,0.129089,0.472188,1.62357,140773787,5.01786,0.0253985,4.826,5.09159,140773787,3.5136,0.62904,2.38543,7.87656,140773787,49.3296,0.0137027,247.312,0.0686977,11.536616,7.1458794
"j10","HS","GCC8","SGC","mnemonics","functional",1.128,42913052199,1.04,6809209145,15.8674547627695,246.379,214394207,3.15,11770990105,27.4298599186434,425.911,234026633,1.99,917554359,2.13817081745908,33.2,84508584,9.21,162858,0.000379506913758502,0.192715951735256,0.006,23415298590,54.564514501128,24.500870836,27637.181371,0.720116,0.0649567,0.523553,1.30937,49067971,5.01418,0.0131646,4.88502,5.08137,49067971,3.61012,0.316937,2.64314,6.43199,49067971,17.6673,0.00490759,88.5707,0.024603,8.4756289,3.05772
"j10","HS","GCC8","SGC","movie-lens","apache",1.84,242902456535,0.86,40483760157,16.6666738305163,207.782,1731629271,4.28,67725936852,27.8819480947659,347.602,1947489092,2.88,7701648088,3.17067525699983,39.528,1244087440,16.15,197902,8.14738569642601e-05,0.0159108721510433,0.001,126991111438,52.280702817718,105.914945629,194837.857994,0.779217,0.179898,0.46952,1.75932,211898618,5.00261,0.0352476,4.79536,5.09045,211898618,3.89197,0.870486,2.37142,8.48649,211898618,82.5575,0.0229327,412.352,0.114542,10.0109376,6.383772
"j10","HS","GCC8","SGC","naive-bayes","apache",1.099,330010316294,0.95,55916496277,16.9438631206865,237.12,740462497,1.32,77420726487,23.4600928105615,328.311,893169886,1.15,5503362358,1.66763343031287,23.338,781507116,14.2,544952,0.000165131807429472,0.0697335536204769,0.002,191169731172,57.9284106384391,214.499927929,235815.532543,0.709529,0.191913,0.469186,1.67427,429070504,5.01623,0.0375664,4.81011,5.09045,429070504,3.55213,0.92941,2.37026,8.10852,429070504,152.219,0.042283,762.058,0.211683,3.7755765,3.313996
"j10","HS","GCC8","SGC","neo4j-analytics","database",1.387,352448129927,0.84,62279217098,17.6704632000458,221.229,2085539649,3.35,104272819701,29.5852952099923,370.399,3224552952,3.09,13281415284,3.7683318923414,47.178,2299731066,17.32,593098,0.000168279513959357,0.0257830455226792,0.002,172614677844,48.9759096976206,202.999062179,281515.180317,0.743252,0.122406,0.461181,1.6746,406066495,5.0093,0.0240939,4.82033,5.08932,406066495,3.72041,0.593858,2.33139,8.10063,406066495,150.905,0.041918,755.367,0.209824,11.4453291,8.1712296
"j10","HS","GCC8","SGC","page-rank","apache",1.557,369122153764,1.04,66493511887,18.0139585795528,267.406,1167355542,1.76,105875477223,28.6830460169811,425.783,1988126821,1.88,8628798318,2.33765387149233,34.701,2154180537,24.97,552007,0.000149545887281783,0.0256197993684568,0.002,188124366336,50.9653415319738,159.722671985,248660.913817,0.767194,0.152911,0.472521,1.79701,319513151,5.00484,0.029994,4.78968,5.08932,319513151,3.83529,0.738804,2.38711,8.66421,319513151,122.564,0.0340456,612.713,0.170198,8.0047204,8.6648397
"j10","HS","GCC8","SGC","par-mnemonics","functional",1.411,43654163665,1,6938025304,15.89315822711,236.478,220939413,3.18,12110071853,27.7409319897459,412.763,258998713,2.14,1084747608,2.48486631498499,36.973,97147686,8.96,163253,0.000373968909936738,0.167967191247839,0.006,23521318900,53.8810434681592,20.792491078,29339.017433,0.75857,0.0788296,0.527556,1.46847,41653522,5.00641,0.0158141,4.86346,5.08024,41653522,3.79666,0.38295,2.65915,7.16852,41653522,15.7986,0.00438849,79.0721,0.0219645,8.8331282,3.3127808
"j10","HS","GCC8","SGC","philosophers","scala",2.057,34955679202,0.7,6287368744,17.9866873925318,187.879,268552830,4.27,11391287445,32.5878017679835,340.394,403004929,3.54,1654656379,4.733583831795,49.444,145509604,8.79,157042,0.000449260330753392,0.107973983598984,0.005,15622366634,44.6919270076897,16.270407227,33465.027038,0.802999,0.152334,0.475857,1.65059,32607254,4.99798,0.030056,4.81692,5.08705,32607254,4.00899,0.73747,2.4018,8.00132,32607254,13.0918,0.00363661,65.3611,0.0181559,12.0499476,4.3461276
"j10","HS","GCC8","SGC","reactors","concurrency",2.057,217893850576,0.8,40189805235,18.4446716273813,218.205,896535458,2.23,64375818066,29.54457773628,349.519,1828321028,2.84,8150903205,3.74076789384059,44.254,703936963,8.64,420147,0.000192821871241132,0.0596597993829323,0.002,105177324070,48.2699827424982,89.537119176,184183.96252,0.814482,0.134694,0.473856,1.62157,179140874,4.99575,0.0265191,4.82033,5.08818,179140874,4.06557,0.650624,2.39493,7.86802,179140874,72.9535,0.0202649,364.155,0.101154,9.9263396,3.8235456
"j10","HS","GCC8","SGC","rx-scrabble","functional",1.703,20528609019,0.72,3971602816,19.3466727936809,209.165,228062765,5.74,7177287136,34.9623646168971,377.993,253673981,3.53,993119018,4.83773166063434,52.303,103325859,10.4,98856,0.000481552354124457,0.0957124417426534,0.005,8386600049,40.8532309287877,11.149067658,18987.904492,0.772822,0.116128,0.499538,1.32638,22363430,5.00394,0.0229729,4.88389,5.0791,22363430,3.86468,0.562286,2.5219,6.50952,22363430,8.64148,0.00240041,43.2138,0.0120038,13.3431529,5.439512
"j10","HS","GCC8","SGC","scala-doku","scala",1.083,76142369108,1.07,14520470792,19.0701589169155,305.99,290194911,2,23895117538,31.3821566335916,503.542,604312830,2.53,2091901136,2.74735493590022,44.083,796030244,38.05,165387,0.000217207583553666,0.0207780866286307,0.003,35634879642,46.8003295135927,43.812426442,47454.036576,0.733853,0.0896941,0.47519,1.41377,87690460,5.01137,0.017829,4.8714,5.08932,87690460,3.67619,0.436731,2.40288,6.91754,87690460,32.176,0.00893776,161.184,0.0447732,12.7396126,16.7735815
"j10","HS","GCC8","SGC","scala-kmeans","scala",1.284,13594150194,0.91,2555267063,18.7968135303361,256.007,108358822,4.24,4698824536,34.5650479724279,470.766,133963599,2.85,406683004,2.99160299243638,40.745,45007344,11.07,47357,0.000348363077678087,0.105191473559862,0.005,5933375591,43.6465355047996,7.774955649,9981.226941,0.730422,0.0768748,0.497537,1.28202,15616040,5.01211,0.0154115,4.89183,5.08137,15616040,3.65996,0.374201,2.51854,6.30782,15616040,5.70315,0.00158421,28.577,0.00793806,13.416831,4.5104715
"j10","HS","GCC8","SGC","scala-stm-bench7","scala",1.495,27361444867,0.7,5319124045,19.440216227087,202.062,242908350,4.57,9354282101,34.1878221214918,355.35,375538473,4.01,1325631374,4.84488805486589,50.358,152242844,11.48,194767,0.000711830098690819,0.127982536346659,0.007,11362407347,41.5270735965553,17.603292541,26324.166595,0.763194,0.106887,0.525221,1.40377,35272019,5.0056,0.0211032,4.86913,5.08137,35272019,3.81818,0.518137,2.64798,6.86858,35272019,13.4597,0.00373881,67.3374,0.0187048,14.249535,5.7810984
"j10","HS","GCC8","SGC","scrabble","functional",2.042,27401248683,0.8,5149802031,18.7940414343051,223.459,232253640,4.51,8950435843,32.6643356532614,388.376,267284846,2.99,1219416326,4.45022174028345,52.913,87891570,7.21,180259,0.000657849582277739,0.20502635345475,0.008,12081594483,44.09140117215,11.285598457,23045.822383,0.811831,0.150043,0.52989,1.3514,22636714,4.99592,0.0294697,4.87821,5.08137,22636714,4.05161,0.724227,2.67152,6.62923,22636714,9.18859,0.00255239,45.8576,0.0127382,11.6124424,3.8150273
"j10","INT","GCC5","CGC","akka-uct","concurrency",3.851,5541634738018.55,0.807,794421196821.1,14.3354998492487,171.0511,74002632744.55,9.3145,2560011148760.25,46.1959376987322,551.20825,60425968782.9,2.36,129269551840.3,2.33262002893155,27.81785,6127982060.15,4.7555,302265.5,5.45445099845786e-06,0.00494659221474202,0.0651,2057932840596.9,37.1359424230875,1206.11879612415,4644738.06347055,0.909216,0.157752,0.492867,1.6816,2920806862,4.97088,0.0324001,4.79195,5.08478,2920806862,4.51462,0.758106,2.48878,8.09062,2920806862,1327.82,0.368839,6593.17,1.83144,13.0085147,1.32287785675
"j10","INT","GCC5","CGC","chi-square","apache",1.29825,1486538953210.75,0.686,210229449740.9,14.1422171954311,144.34245,32677549574.85,15.543,688475924296.8,46.3140356950609,472.7119,31953414321.7,4.6405,50720702285,3.41202535712263,34.8057,567466812.55,1.1175,156784.7,1.05469639683583e-05,0.0280151206347513,0.1077,537112876888.05,36.1317217523853,1122.02446873115,1456531.94688075,0.708697,0.0665518,0.485196,1.46047,2293297616,5.01194,0.0148099,4.83622,5.08591,2293297616,3.55112,0.32372,2.44839,7.09463,2293297616,812.627,0.22573,4071.89,1.13108,21.9361957195,0.3889536975
"j10","INT","GCC5","CGC","db-shootout","database",1.95575,5298270245075.25,0.787,739950356154.05,13.9658323371357,162.72885,90771822011.55,12.2675,2434934408903.45,45.9574184067261,535.49625,65182651895.8,2.678,116599997288,2.202107209044,25.5977,1124321348.2,0.9745,854027.05,1.61177480294265e-05,0.0761837465020245,0.188,2006785482729.75,37.8746420470942,2325.41559880025,4547846.9906648,0.769103,0.155616,0.482861,1.73364,5053666913,4.99893,0.032632,4.78174,5.08478,5053666913,3.83976,0.748991,2.43716,8.32915,5053666913,1943.4,0.539832,9702.43,2.69512,14.340589575,0.2494495865
"j10","INT","GCC5","CGC","dec-tree","apache",2.3787,1189447126866.1,0.6995,172330315292.2,14.488272208858,150.84435,21608301142.85,12.5385,550159032778.2,46.2533497753672,481.56895,22044067959.75,4.007,48529083908,4.07997623886398,42.4676,522872651.9,1.078,138592.7,1.16518163174095e-05,0.0265347379892776,0.12125,418428694887.7,35.1784017769109,480.3378802984,1142471.5556586,0.827696,0.107222,0.488531,1.62223,957427083,4.98717,0.0226782,4.80217,5.08251,957427083,4.12559,0.517528,2.46799,7.8197,957427083,396.229,0.110064,1974.97,0.548604,19.2964678265,0.457800728
"j10","INT","GCC5","CGC","dotty","scala",1.01785,412149519841.7,0.7115,62017554311.95,15.0473330248615,158.49495,7135737328.85,11.506,185578343594.4,45.0270158525279,474.2732,7271858049.75,3.9185,13929283788.7,3.37966792789684,35.5909,876003088.25,6.3,93105.8,2.25903927057253e-05,0.0106321169654912,0.23795,150624338146.65,36.5459831947138,384.44041341215,391299.26785745,0.684049,0.0454705,0.504875,1.40743,765902633,5.0166,0.0110993,4.85551,5.07456,765902633,3.43124,0.221118,2.54594,6.86257,765902633,261.958,0.072766,1314,0.364999,18.584395342,2.2422267
"j10","INT","GCC5","CGC","finagle-chirper","web",3.4979,1076809098258.2,0.6955,151770108911.9,14.0944246279625,142.8832,17646415564.45,11.628,471236486770.75,43.7623012120414,443.6444,16672847190,3.538,37313405162.9,3.46516313120282,35.12005,4412179612.55,11.8415,71190.95,6.61129499473845e-06,0.00161364803813918,0.0671,416489097412.65,38.6781110287933,303.67600173785,1062241.57932485,0.91702,0.143832,0.460514,1.63224,670825216,4.96879,0.0297324,4.79536,5.08591,670825216,4.55234,0.691049,2.3275,7.8772,670825216,307.58,0.0854389,1526.91,0.424142,15.696138872,4.15874072075
"j10","INT","GCC5","CGC","finagle-http","web",3.5689,571579093605.4,0.5785,80343638331.05,14.0564330556799,116.7013,11073211662.95,13.7825,261649435046.65,45.7765915411565,380.0541,10125436006.8,3.8705,26062123635.95,4.5598735394145,37.8484,2956732883.1,11.35,68823.95,1.20412185035124e-05,0.00233362535956113,0.09995,203523896591.75,35.6071018637491,192.9302574226,688482.62455575,0.920885,0.129283,0.46018,1.65192,416389950,4.96824,0.0269807,4.78855,5.08818,416389950,4.57183,0.621574,2.32436,7.95717,416389950,191.724,0.0532566,951.832,0.264398,14.7099939405,4.2957934
"j10","INT","GCC5","CGC","fj-kmeans","concurrency",3.8042,2957855989997.35,1,381414362862.6,12.8949613626342,192.28055,27008510677.95,7.0815,1378553527087.5,46.6065104109101,694.967,12854285054.45,0.931,23221499671.55,0.785093562500001,11.62905,963533384.35,4.5605,59586.25,2.01450843023205e-06,0.00619301417642457,0.0301,1174666600375.7,39.7134346639557,521.7877956751,1984978.77609385,0.922439,0.175432,0.494869,1.71663,1233072573,4.96806,0.0359334,4.78174,5.0791,1233072573,4.57655,0.841383,2.49888,8.26106,1233072573,568.717,0.157977,2821.61,0.783781,6.47014277,0.53034282525
"j10","INT","GCC5","CGC","future-genetic","functional",1.98315,351990186943.6,0.8175,45516725936.3,12.93120758032,155.8048,4591848517.2,10.0875,157422023225.3,44.7233279745201,538.8754,6129734331.8,3.8925,11488518292.1,3.26367614715678,39.2521,255779933.8,2.254,42104.45,1.19618991541543e-05,0.016475409631968,0.1442,137562919489.9,39.0817882980031,147.33646426755,292209.9441698,0.79679,0.0528239,0.526221,1.52651,299673011,4.99369,0.0127049,4.82827,5.07343,299673011,3.9784,0.255199,2.65661,7.40678,299673011,119.388,0.0331634,596.11,0.165586,20.975724945,0.884742334
"j10","INT","GCC5","CGC","gauss-mix","apache",1.89915,2168518832327.65,0.8365,266504920858.15,12.2897231027825,153.32215,31910442209.4,11.972,957738082522.25,44.1655550837784,550.9956,21511807433.9,2.245,41962499609.8,1.93511446345228,24.0694,496680530.5,1.2205,76288.7,3.51801000260742e-06,0.0154231265627493,0.0439,902313329337.45,41.6096073499868,915.51565275875,1738635.46312685,0.77486,0.0580235,0.483528,1.50149,1895671957,4.99823,0.0134164,4.83395,5.08591,1895671957,3.87231,0.281733,2.44162,7.28906,1895671957,734.44,0.204011,3670.31,1.01953,12.36985122,0.293767027
"j10","INT","GCC5","CGC","log-regression","apache",1.7738,1096520157545.9,0.8565,172413653100.05,15.7237070057893,199.60435,12450917301.8,7.2215,503351121024.55,45.9044136459253,582.7333,10446308970.5,2.0755,25092042763.15,2.28832609083521,29.0413,418911423.1,1.6725,190093.6,1.73360815044337e-05,0.0454112069729577,0.2202,395663340658.15,36.0835532574503,487.00678739125,863810.58449925,0.764716,0.0698599,0.485529,1.48448,990522890,4.99998,0.0155069,4.82941,5.08364,990522890,3.82263,0.339515,2.45173,7.20455,990522890,378.734,0.105204,1893.2,0.52589,12.0946296415,0.4857157425
"j10","INT","GCC5","CGC","mnemonics","functional",1.0107,952279767978.45,0.6435,135689853538.2,14.2489469681138,136.725,24867092706.45,18.3255,464501367315.25,48.7778288786559,468.0496,24103930612.1,5.188,28455881159.25,2.98818865802044,28.6559,168361134.7,0.5935,93318.3,9.79945899905326e-06,0.0554642344214526,0.09395,323632665965.75,33.9850354952098,982.0417472667,992498.4274994,0.681717,0.041322,0.518216,1.40043,2013103005,5.0169,0.0104157,4.85778,5.07797,2013103005,3.41982,0.201309,2.61913,6.83954,2013103005,686.183,0.190606,3442.22,0.956173,24.282413248,0.1700727665
"j10","INT","GCC5","CGC","movie-lens","apache",3.00825,2939957368870.7,0.696,458852091627.5,15.6074373809893,161.39775,64772843449.25,14.116,1447609378358.6,49.2391247069,509.1878,30992501969.35,2.1405,62253691902.45,2.11749380304724,21.8863,1585938572.55,2.556,128960.95,4.38651670843725e-06,0.00813661380492577,0.04535,971242206982.15,33.0359441090635,945.1037627654,2843102.35972785,0.873286,0.155708,0.486864,1.67627,2036512007,4.9776,0.0320586,4.79309,5.08364,2036512007,4.34201,0.749859,2.45791,8.07065,2036512007,889.229,0.247008,4421.28,1.22813,10.899164859,0.559413828
"j10","INT","GCC5","CGC","naive-bayes","apache",3.33215,11503728050949.5,0.7385,1706365882476.1,14.8331538591634,163.2898,195565645940.85,11.4595,5313724556822.05,46.1913242003535,508.496,162581308261.8,3.058,410832023881.1,3.57128989046362,39.28035,2282618285.9,0.557,574922.65,4.99770613106461e-06,0.0252457936599102,0.055,4072805587770.25,35.4042320500195,3136.65025636185,10451331.7770733,0.897226,0.160892,0.485196,1.66159,6926775898,4.97238,0.0332167,4.79082,5.08478,6926775898,4.45613,0.773989,2.44674,8.00593,6926775898,3107.44,0.863179,15433.3,4.28703,15.54980768,0.2187915495
"j10","INT","GCC5","CGC","neo4j-analytics","database",1.48525,6180663295648.6,0.727,869538071223.1,14.0687827704068,151.79085,110701059501.85,12.7315,2812531255290.75,45.5053030488702,490.96855,111848394373.25,3.9755,195735469065.55,3.16702496682229,34.1575,8704901491.05,4.456,601908.05,9.74008011961172e-06,0.00693396688635596,0.1052,2302858500069.2,37.2588892139007,3856.7901721348,5728801.33226135,0.735765,0.0922207,0.485196,1.65792,7967572204,5.00546,0.0197341,4.79082,5.08478,7967572204,3.68117,0.445918,2.45004,7.98824,7967572204,2931.13,0.814202,14665,4.07361,19.51845470525,1.5220582
"j10","INT","GCC5","CGC","page-rank","apache",2.9695,4875940029763.95,0.686,714638033766.6,14.6564007406348,149.6192,97527661725.95,13.646,2289983392622,46.9649738421071,479.4422,88641244966.3,3.8705,185651120520.65,3.80749126358767,38.8547,1753655653.05,0.945,589402.15,1.2087972660907e-05,0.033656563419873,0.1234,1685667482854.7,34.5711341536704,1608.57617415455,4776606.5984224,0.883876,0.165995,0.484862,1.66793,3369324244,4.97563,0.0341296,4.79195,5.08251,3369324244,4.39231,0.798687,2.44781,8.04564,3369324244,1489.03,0.41362,7399.55,2.05543,18.556810351,0.367176915
"j10","INT","GCC5","CGC","par-mnemonics","functional",1.2479,952137101996.75,0.6285,136174913964.05,14.3020294825611,134.1529,25319329502.1,18.59,466294883063.45,48.9735145711189,459.37715,24668856585.6,5.288,37024603458.2,3.88858119947112,36.44295,194239807.35,0.5275,93891.65,9.86114805161662e-06,0.048312107013475,0.09255,312642701511.05,32.8358747468488,813.4714085863,1015185.9301444,0.703275,0.0602188,0.487864,1.64959,1626148792,5.01088,0.0138489,4.80103,5.0791,1626148792,3.52335,0.292573,2.46075,7.96464,1626148792,571.814,0.158837,2864.74,0.795762,24.291863692,0.19223656125
"j10","INT","GCC5","CGC","philosophers","scala",3.06445,1348472327167.75,0.6525,207211212183.25,15.3663766586455,147.37675,24851565885,11.9925,595881298253.15,44.1893222333718,423.816,32039519769.6,5.377,80543526125.9,5.97244462775351,57.2608,2224138982.8,2.7635,44932.65,3.33225319846477e-06,0.00202576535060364,0.03195,464836290605.45,34.4718564802292,458.83879611615,1406105.61184795,0.909199,0.125595,0.493868,1.6139,926689460,4.96935,0.0261296,4.80103,5.08137,926689460,4.51499,0.603175,2.49159,7.79321,926689460,421.273,0.11702,2092,0.581111,22.78858632,1.582402208
"j10","INT","GCC5","CGC","reactors","concurrency",2.1783,3916427940807.15,0.666,535753217996.95,13.6796213614311,135.48485,78965814211.6,14.7385,1794972128501.9,45.8317943060283,453.92675,81060627242.3,4.515,164694257426.05,4.20509531126823,41.6358,6196815985,3.767,307176.65,7.84341004172788e-06,0.00496594662283061,0.0778,1421008336882.25,36.2834890212724,1815.3589909853,3954562.369327,0.80338,0.154595,0.492867,1.65626,3665871656,4.9908,0.0322851,4.79876,5.08137,3665871656,4.00466,0.743441,2.48766,7.98745,3665871656,1472.54,0.40904,7340.28,2.03897,20.4947927625,1.568420586
"j10","INT","GCC5","CGC","rx-scrabble","functional",1.0742,109449559478.55,0.705,16609335446.9,15.1753321313887,158.1521,2326137976.1,14.005,52904647790.8,48.3370151416116,503.75125,1731845379.7,3.2725,2818788792.75,2.57540846138995,26.83185,43652584.75,1.5515,51816.7,4.73430109776423e-05,0.118826833466956,0.49345,37116787448.1,33.9122442656098,97.76576552865,105024.46209795,0.685786,0.0560364,0.506876,1.37108,195818382,5.01532,0.0129061,4.85551,5.07343,195818382,3.43886,0.271846,2.55779,6.68834,195818382,67.1448,0.0186513,336.696,0.0935267,16.48525965625,0.41629615275
"j10","INT","GCC5","CGC","scala-doku","scala",1.00585,990035188666.65,1.0445,119122993228.05,12.0321985529141,187.38775,6551934386.65,5.5,411241378869.15,41.5380688523071,646.91555,6772315965.9,1.6465,9921314819.4,1.00211473867082,15.53365,496528394.05,5.4435,57250.25,5.78264693026424e-06,0.0118269320021063,0.08995,449749501750.05,45.427617856108,632.34065939325,636047.1962145,0.689492,0.0410601,0.537895,1.56387,1250191884,5.01471,0.0103853,4.81806,5.07343,1250191884,3.45732,0.199874,2.70913,7.56674,1250191884,430.999,0.119722,2161.16,0.600321,10.65146453075,0.84557423775
"j10","INT","GCC5","CGC","scala-kmeans","scala",1.0016,232665686276.75,1.017,36430861966.95,15.6580303459949,236.86885,1801203130.4,4.943,93278509005.55,40.0912208769658,606.48895,2463616796.25,2.6415,4110176225.6,1.76656686196351,26.6981,26527551.35,0.6505,49062.9,2.10872903703826e-05,0.184812438076837,0.31895,98846139078.65,42.4841819150758,153.59267019285,153828.5612811,0.687232,0.0393578,0.54023,1.3564,303945810,5.01521,0.0100861,4.86119,5.07116,303945810,3.44636,0.191778,2.71981,6.62434,303945810,104.441,0.0290113,523.753,0.145487,16.02040561425,0.1736711405
"j10","INT","GCC5","CGC","scala-stm-bench7","scala",1.36015,257922725296.7,0.712,38867420321.95,15.0693962050797,158.57205,4267260614.35,10.978,112317740732.4,43.5471248934248,458.2375,6102743587.85,5.4325,11673872407.65,4.52616102920687,47.61685,127587264.4,1.093,112348.7,4.35590394582215e-05,0.0882315283468171,0.45835,95063691834.7,36.8573178722886,180.2096317169,245120.261236,0.725027,0.112732,0.507877,1.59955,360291183,5.00638,0.0237143,4.80103,5.07456,360291183,3.62723,0.542767,2.56054,7.72127,360291183,130.61,0.0362807,653.43,0.181508,24.8937521875,0.5204521705
"j10","INT","GCC5","CGC","scrabble","functional",2.55255,308030806574.6,0.6715,45249944776.85,14.6900738500122,146.57425,6527514391.3,14.4245,146412452617.4,47.5317669334171,474.2631,6480469446.75,4.425,13363372231.6,4.33833294245758,43.263,120430568.9,0.903,69427.7,2.25392145811544e-05,0.0579760527573007,0.22495,103005036948.75,33.4398262741131,121.31078427485,308745.8001137,0.83412,0.135709,0.507543,1.61056,252685256,4.98474,0.0283315,4.80217,5.0757,252685256,4.15417,0.653207,2.55828,7.7744,252685256,105.385,0.0292736,524.849,0.145791,20.986142175,0.39066489
"j10","INT","GCC5","G1GC","akka-uct","concurrency",3.85625,5621366981461.6,0.8225,813492639757.95,14.4714329456122,175.8123,73173752333.6,8.9945,2593265739233.6,46.1322462270904,560.4551,61482196256,2.371,130381359626.2,2.31932710439643,28.1661,6276922717.45,4.8255,343573.15,6.11161926288317e-06,0.00548604505781857,0.0742,2084227242843.85,37.0769937229009,1199.9605852343,4627390.07368325,0.911981,0.159015,0.468185,1.77666,2949096240,4.97045,0.0326185,4.77493,5.08137,2949096240,4.52789,0.764076,2.37371,8.51778,2949096240,1344.76,0.373544,6676.6,1.85461,13.288390421,1.3591551555
"j10","INT","GCC5","G1GC","chi-square","apache",1.2877,1476781985925.15,0.6915,207654023702.15,14.0612531423805,144.55195,32533230360.65,15.668,686030706533.95,46.454442444224,477.55985,30891774972.1,4.5025,48263842035.1,3.26818450150698,33.58885,498904907.7,1.0355,260081.55,1.76115454942812e-05,0.0527416987534143,0.18095,534833413653.95,36.2161199118885,1115.49885747545,1436585.63098805,0.710672,0.0642716,0.487197,1.53118,2218422162,5.01154,0.0144295,4.82714,5.08478,2218422162,3.56079,0.312425,2.45851,7.4277,2218422162,788.286,0.218968,3949.67,1.09713,21.50213224625,0.34781254175
"j10","INT","GCC5","G1GC","db-shootout","database",1.94565,5280352551353.7,0.796,733833205563.3,13.8973695758461,163.5927,91280746197.05,12.442,2427636864622.35,45.9752552000581,541.19155,62157702194.9,2.5605,109871443397.75,2.08162135182966,24.4629,911952350.3,0.837,1157192.2,2.19177024043247e-05,0.127164525652142,0.2581,2009011037770.3,38.0457538722661,2305.6916992449,4486233.1073613,0.771513,0.157619,0.483862,1.75332,5005171954,4.99813,0.0326723,4.7772,5.08478,5005171954,3.85112,0.758663,2.44111,8.41972,5005171954,1930.78,0.536327,9637.76,2.67715,13.85720963775,0.204754473
"j10","INT","GCC5","G1GC","dec-tree","apache",2.36325,1181372077421.5,0.703,170616016932.2,14.4421939736815,150.28345,21442209627.75,12.566,548700715601.25,46.446060631724,483.3166,22084613924.55,4.0245,48229497511.35,4.08250761403521,42.46895,493025140.05,1.0235,415461.5,3.51677407781771e-05,0.0843217854123888,0.36595,413825847376.7,35.0292377805593,480.44696146995,1135323.11558445,0.82732,0.114792,0.482194,1.60222,992071707,4.98734,0.0241454,4.80557,5.08364,992071707,4.12351,0.554297,2.43273,7.7396,992071707,410.38,0.113995,2045.41,0.568169,19.451076567,0.43466970325
"j10","INT","GCC5","G1GC","dotty","scala",1.00405,404989142079.75,0.7075,60491898999.9,14.9366712694824,154.86935,7144883620.25,11.8115,183879422850.7,45.4035456847465,470.76235,7110213177.85,3.8675,14323218277.55,3.53668535281221,36.66735,866762515.8,6.0545,346187,8.54798786291412e-05,0.0399299747459806,0.88615,146294601951.6,36.1230976929589,389.00050580595,390603.3247313,0.681325,0.0406022,0.538562,1.37908,771230540,5.01723,0.0102941,4.85324,5.07116,771230540,3.41809,0.197818,2.71341,6.73835,771230540,262.729,0.0729804,1318.07,0.36613,18.20673388625,2.22002470575
