"jvm","mode","gcc","gc","benchmark","category","cpu","ti","ipc","tbr","tbrpti","brmps","tbmr","bmr","tl1dl","tl1dlpti","l1dlmps","tl1dlmr","l1dlmr","tl2dl","tl2dlpti","l2dlmps","tl2dlmr","l2dlmr","tpf","tpfpti","pfmr","pfkps","to","topti","rtp","tc","meanA","stdA","minA","maxA","samplesA","meanV","stdV","minV","maxV","samplesV","meanW","stdW","minW","maxW","samplesW","C","Ah","energyJ","energyWh","l1dlmrps","l2dlmrps"
"j14","INT","GCC7","PGC","log-regression","apache",1.74115625,993307029044.938,0.8678125,150521644600.125,15.1535869115892,194.21590625,10266378678.0312,6.8196875,453900596901.938,45.695905228955,585.66075,9355208484.21875,2.0615625,21171183217.7812,2.13138294471722,27.31134375,381247856.53125,1.8046875,372950.71875,3.75463696012186e-05,0.0978464913294663,0.48128125,367713604325.094,37.0191249147386,445.606001702281,775048.2909425,0.761631,0.0814214,0.471854,1.5045,945665791,5.00287,0.0166075,4.83849,5.08705,945665791,3.80918,0.396911,2.38107,7.32063,945665791,360.124,0.100035,1801.11,0.500307,12.0737623992187,0.492884406738281
"j14","INT","GCC7","PGC","mnemonics","functional",1.00128125,888906554758.562,0.6259375,122310325574.562,13.7596388218716,128.258,24182246247.5938,19.77,440888501626.094,49.5989735423179,462.3285625,24383590335.2188,5.530625,27756380820.625,3.12253308823716,29.0984375,86231005.96875,0.3109375,194581.75,2.18900115995349e-05,0.225894913862396,0.20403125,297951346737.281,33.5188545475734,952.325917922125,953668.831888406,0.680791,0.043892,0.552905,1.39643,1939471116,5.01912,0.00932467,4.86686,5.07229,1939471116,3.41674,0.215499,2.7819,6.8295,1939471116,660.187,0.183385,3313.34,0.920371,25.5696590597656,0.0904779541015625
"j14","INT","GCC7","PGC","movie-lens","apache",3.02171875,2835421984192.44,0.655,432746367399.469,15.2621496939431,148.46075,71712966728.3125,16.5709375,1409444251786.97,49.7084467557822,483.53415625,33533632253.375,2.3790625,65685590935.9062,2.31660538237295,22.524375,1420789025.03125,2.1709375,222302.90625,7.84020865298456e-06,0.0156551535961605,0.07634375,927545774070.094,32.7127981679018,965.03289805175,2915052.274723,0.898059,0.143148,0.47619,1.64758,1903211661,4.97568,0.0288328,4.80898,5.08705,1903211661,4.46453,0.690059,2.40457,7.97929,1903211661,854.598,0.237388,4248.47,1.18013,11.5035797860352,0.488990103515625
"j14","INT","GCC7","PGC","naive-bayes","apache",3.25684375,9901028586224.72,0.7646875,1420804066496.56,14.3500685382973,163.43665625,148041999353.688,10.41875,4539633549019.38,45.8501442290641,522.1976875,144176410263.812,3.1746875,334305570414.5,3.37648320329062,38.4295625,1537758378.25,0.4609375,719605.9375,7.26798787264441e-06,0.0469243717305403,0.08284375,3606285400294.28,36.423304029348,2671.26893435556,8694472.9726425,0.931469,0.165959,0.472521,1.67894,5406737149,4.96923,0.0334201,4.8033,5.08932,5406737149,4.62335,0.800096,2.38451,8.12542,5406737149,2518.1,0.699473,12498.6,3.47184,16.5781447103516,0.177136264648438
"j14","INT","GCC7","PGC","neo4j-analytics","database",1.5345625,6315278780448.84,0.7125,873012143324.531,13.8238677690663,146.36596875,112199229156.344,12.8515625,2835711417993.66,44.9024150930449,475.4251875,113150845283.5,3.98875,196440705746.75,3.11032744010004,32.92225,9055385531.28125,4.6153125,832598.5625,1.31847435890603e-05,0.00920646385916522,0.13959375,2410114513383.91,38.1633896977887,3887.04137030553,5964888.69452219,0.740344,0.102792,0.475857,1.81102,7699709711,5.00753,0.0208515,4.77833,5.08705,7699709711,3.70534,0.497535,2.40234,8.70915,7699709711,2850.22,0.791727,14265,3.96251,18.9635221664062,1.51946471953125
"j14","INT","GCC7","PGC","page-rank","apache",2.96040625,4865426591214.31,0.6771875,693022104162.844,14.2438052297061,143.48415625,96780727643.1875,13.9646875,2261557937214.69,46.4822184017219,468.238,88419632279.625,3.91,180808946149.969,3.71620330632452,37.4294375,2530837686.84375,1.4015625,645082.4375,1.32583699263883e-05,0.025481300925671,0.1335625,1730037603686.81,35.5577730622475,1631.60912201113,4830033.39515625,0.901189,0.166696,0.475857,1.82636,3325699546,4.97432,0.0337681,4.7772,5.08818,3325699546,4.47738,0.80268,2.40234,8.77671,3325699546,1498.54,0.416262,7445.2,2.06811,18.3081058,0.524596959960937
"j14","INT","GCC7","PGC","par-mnemonics","functional",1.239375,887750301006.688,0.613125,122200067157.906,13.765138440639,125.8535,24455585745.75,20.0125,441308861426.125,49.710923438334,454.5045,24227948044.0625,5.4903125,35580982671.7812,4.00799324677226,36.63621875,114374940,0.3228125,216211.65625,2.43550113493224e-05,0.189412361577572,0.22271875,288660389750.875,32.5159448742547,783.460872429,971000.77212025,0.706236,0.0621877,0.578254,1.4628,1572236870,5.01388,0.0128922,4.8487,5.06662,1572236870,3.54036,0.303527,2.90813,7.13264,1572236870,555.185,0.154218,2783.14,0.773095,24.9537173765625,0.118266293652344
"j14","INT","GCC7","PGC","philosophers","scala",3.033875,1241731957486.78,0.619375,183775575511.5,14.799978099316,134.91434375,25332229155.375,13.7834375,558545825147.438,44.981094550454,410.04175,31761791168.6875,5.685625,74165322697.3125,5.97222815275117,54.43434375,2251240251.5625,3.0371875,142458.75,1.14729478073327e-05,0.00633585326149868,0.1045625,425245234130.531,34.2466991974788,449.015922905719,1362225.31690891,0.913419,0.125988,0.503207,1.62957,895633220,4.97214,0.0259052,4.81238,5.07797,895633220,4.53858,0.605967,2.53871,7.89253,895633220,409.044,0.113623,2032.45,0.56457,23.3134362484375,1.65327308408203
"j14","INT","GCC7","PGC","reactors","concurrency",2.226875,3850575205325.5,0.6296875,505340775403.281,13.1237126175423,122.06865625,86316882931.8125,17.0803125,1796131906215.75,46.6456650942248,433.87096875,85743527026.2812,4.7734375,174247270778.438,4.52501747732568,42.08378125,5453338090.03125,3.13125,506189.375,1.31461098582917e-05,0.00930890956329985,0.12234375,1374855252928.03,35.7056048109072,1859.02032449881,4139952.59607309,0.820982,0.160826,0.524554,1.64358,3792330628,4.99087,0.0325009,4.80898,5.08024,3792330628,4.09238,0.774814,2.64342,7.95804,3792330628,1556.72,0.432422,7759.84,2.15551,20.7105595239258,1.31774840039063
"j14","INT","GCC7","PGC","rx-scrabble","functional",1.07282142857143,97666886598.7857,0.676785714285714,14288739483.8214,14.6300822610978,145.421928571429,2211745248.32143,15.4782142857143,47936474717,49.0816200353505,487.870035714286,1807100571.14286,3.76928571428571,2729854921.14286,2.79508311389897,27.7744642857143,33562376.3571429,1.23321428571429,100155.678571429,0.00010254825563311,0.298830786395214,0.001,32711817476.8214,33.4932145896527,91.6000523646071,98259.86746975,0.686371,0.0603767,0.529557,1.33439,182602028,5.01798,0.01249,4.87708,5.0757,182602028,3.44362,0.293992,2.67019,6.54578,182602028,62.6664,0.0174073,314.406,0.0873351,18.3892155604592,0.342518661352041
"j14","INT","GCC7","PGC","scala-doku","scala",1.00057142857143,938984061705.714,0.976428571428571,108602507966.964,11.5659592826137,168.174821428571,6739788978.35714,6.20571428571429,394285378878,41.9906383857046,610.525607142857,9084527590.85714,2.30357142857143,12614492995.6786,1.34341924608511,19.3646071428571,463432739.321429,4.02357142857143,150383.571428571,1.60155617178287e-05,0.0338350659100247,0.232928571428571,423481681865.071,45.0999830855966,646.480541068714,646811.684328679,0.687861,0.0431645,0.527222,1.35307,1285698266,5.01783,0.00918897,4.86913,5.0757,1285698266,3.45135,0.211998,2.65795,6.62512,1285698266,442.191,0.122831,2218.7,0.616305,14.0638934502551,0.779148800255102
"j14","INT","GCC7","PGC","scala-kmeans","scala",1.00382142857143,217646209219.857,0.991785714285714,33110792008.2143,15.2131264906688,224.083285714286,1650706511.89286,4.98428571428571,87751295629.8571,40.3183278775978,593.857035714286,2649414607.64286,3.01857142857143,3748198739.96429,1.72215175320476,25.3308571428571,21133683.25,0.569642857142857,50634.5357142857,2.3264606810548e-05,0.239732256812058,0.342642857142857,93035922841.8214,42.7463938785287,147.263181882286,147804.996171929,0.687045,0.0432748,0.527889,1.35674,288743746,5.01823,0.00919236,4.87027,5.07797,288743746,3.44754,0.212578,2.66023,6.64924,288743746,99.19,0.0275528,497.727,0.138258,17.9259988066327,0.144295418367347
"j14","INT","GCC7","PGC","scala-stm-bench7","scala",1.32639285714286,231394892357.5,0.685357142857143,33038541025.8214,14.2779885333174,144.305928571429,4120979671.67857,12.4717857142857,102897569310.464,44.4683838162559,449.436571428571,5795665526.75,5.63142857142857,10295884868.4643,4.44949046458025,44.9574642857143,101613660.607143,0.989642857142857,179978.714285714,7.77799077824195e-05,0.177414183923212,0.786142857142857,85162897152.75,36.8041371858465,172.628067122036,228958.315447393,0.719774,0.1115,0.531558,1.62023,340203410,5.01133,0.0224738,4.81579,5.07683,340203410,3.60471,0.53852,2.67933,7.85235,340203410,122.435,0.0340097,613.167,0.170324,25.3096994938776,0.444918334056122
"j14","INT","GCC7","PGC","scrabble","functional",2.65489285714286,288015448803.643,0.643214285714286,40643236889.5357,14.1114770558421,134.220928571429,6594885600.78571,16.2253571428571,138965213276.143,48.2492191818361,458.921464285714,6691099573.25,4.81571428571429,13480317347.3214,4.68041179958345,44.5032857142857,85773895.8571429,0.636071428571429,181786.5,6.31169385810309e-05,0.212944886312706,0.600392857142857,94926681290.6429,32.9588919627383,114.503957801036,302827.461175607,0.846711,0.137152,0.526221,1.61323,238176321,4.98615,0.0275212,4.81692,5.07456,238176321,4.21825,0.661796,2.65063,7.82939,238176321,100.833,0.0280092,502.343,0.13954,22.1003465158163,0.283072685204082
"j14","INT","GCC7","SGC","akka-uct","concurrency",3.77971875,5123987411801.47,0.79,702819174555.844,13.7162487110548,159.96203125,72538203494.3125,10.3203125,2404932179077.91,46.9347475021291,547.36240625,59298183946.1562,2.465625,123599687503,2.4121653751175,28.12378125,5198228642.1875,4.2225,478290.5,9.33434335163453e-06,0.00921440729203758,0.10878125,1892636370664.72,36.9368384116986,1162.50066891369,4393850.92497728,1.0116,0.106604,0.476524,1.66326,2354894954,4.95226,0.0217436,4.80444,5.08478,2354894954,5.00759,0.512812,2.40517,8.04955,2354894954,1191.1,0.330862,5896.17,1.63783,13.4959043291016,1.18752666328125
"j14","INT","GCC7","SGC","chi-square","apache",1.278375,1385632621672.19,0.6653125,189226606055.062,13.6563329317318,135.18228125,31920421010.375,16.8684375,649709085039.375,46.8889882687102,464.15196875,32454012238.5625,4.9940625,49483921177.9688,3.57121475305161,35.33978125,395671870.34375,0.8,232758.53125,1.67979979274136e-05,0.0591473994045609,0.16621875,497213009399.781,35.8834640465064,1095.23104361803,1399822.88635253,0.708804,0.0687907,0.474523,1.58021,2223624602,5.01334,0.0141206,4.82827,5.08932,2223624602,3.55269,0.33574,2.39776,7.67093,2223624602,788.057,0.218905,3949.92,1.0972,23.1800394143555,0.28271825
"j14","INT","GCC7","SGC","dec-tree","apache",2.33196875,1119374934544.25,0.6746875,154909393707.438,13.8389198579789,138.65278125,22009310527.9062,14.2075,525442707787.469,46.9407317964858,470.30465625,22004439436.4375,4.1878125,46720057827.6875,4.17376662561329,41.805625,446806010.3125,0.9565625,214574.59375,1.91691479383201e-05,0.04809448151437,0.192125,392302775221.656,35.046581719922,479.57166733975,1117283.66677809,0.822875,0.114271,0.474189,1.62757,967187381,4.99065,0.0231493,4.81352,5.08818,967187381,4.10423,0.553132,2.39231,7.88607,967187381,397.937,0.110538,1984.78,0.551328,19.6954771825195,0.399896931640625
"j14","INT","GCC7","SGC","dotty","scala",0.99425,338473744519.562,0.670625,48248877099.0312,14.2548353298615,141.04409375,6505905645.09375,13.48375,156195232922.469,46.1469260670603,456.599875,6955594334.65625,4.45375,12189242488.375,3.60123437522554,35.629125,784543859.625,6.439375,167092.46875,4.93664505997545e-05,0.0213056677315998,0.4885,121840392009.688,35.9970042278526,344.050333126469,342088.174571875,0.681204,0.047891,0.473856,1.38509,708977754,5.01892,0.0101127,4.86573,5.08591,708977754,3.4186,0.234912,2.39116,6.77404,708977754,241.479,0.0670776,1211.86,0.336627,20.3358169328125,2.29429296796875
"j14","INT","GCC7","SGC","finagle-chirper","web",3.4858125,1014770458555.91,0.675625,139492055422.219,13.7461535793088,135.08609375,17082881726.375,12.2465625,445943457372.094,43.9452080438683,431.85984375,16867720113.5938,3.7825,37817231232.9375,3.72664787010965,36.6039375,4176254059.25,11.0765625,160444.71875,1.5810954058378e-05,0.00384215037012087,0.1555,391517714528.656,38.5819905067133,296.291557956437,1032695.04915434,0.949383,0.138755,0.449841,1.64658,613614502,4.96517,0.0280186,4.80898,5.09045,613614502,4.71016,0.668593,2.27407,7.96773,613614502,291.278,0.0809104,1445.11,0.40142,16.3350985898437,4.05445801464844
"j14","INT","GCC7","SGC","finagle-http","web",3.561,517573773578.469,0.55125,70295794613.5312,13.5817911237937,107.0755,10609124795.125,15.09125,239703630059.719,46.312936664235,365.11959375,9718765837.4375,4.0534375,25057084615.9062,4.84125299111639,38.16078125,2663098277.59375,10.6415625,154860.40625,2.99204533496348e-05,0.00583214307532081,0.235875,182517264289.312,35.2640192208548,184.373049244781,656522.018666594,0.946331,0.1185,0.478525,1.65192,375147296,4.96549,0.0241342,4.80898,5.08478,375147296,4.69634,0.570766,2.41419,7.99357,375147296,177.507,0.0493074,880.91,0.244697,14.7998945329102,4.06090338720703
"j14","INT","GCC7","SGC","fj-kmeans","concurrency",3.8006875,2833731344575.38,1.0746875,351472067659.875,12.4031539920582,198.769375,19194000713,5.46,1301525939463.47,45.9297572662169,736.06278125,11279237729.4062,0.8659375,21616602278.6875,0.762833511461659,12.16921875,812553679.53125,3.9978125,163181.03125,5.75852130344681e-06,0.0200988883364928,0.09234375,1159116735173.34,40.9042552302632,465.370657086719,1768755.69545422,0.901895,0.180604,0.4922,1.74898,1231082420,4.97452,0.0363354,4.78514,5.08137,1231082420,4.48014,0.867514,2.48429,8.43066,1231082420,555.153,0.154209,2757.71,0.76603,6.37384364638672,0.486502548339844
"j14","INT","GCC7","SGC","future-genetic","functional",1.98621875,328825264767.469,0.8028125,41459691652.7812,12.6084265873491,148.45509375,4440969134.09375,10.7109375,147405741373.156,44.828013435519,527.8171875,5775588273.875,3.9175,11260026440.9688,3.42446527966552,40.2761875,261869928.65625,2.3428125,145708.21875,4.43123750480961e-05,0.0557091098271938,0.52175,128699805300.562,39.1390946974663,140.642861331125,279327.066166812,0.801173,0.0554926,0.524554,1.56286,280367559,4.99484,0.011777,4.83054,5.07683,280367559,4.00127,0.269401,2.64462,7.59413,280367559,112.311,0.0311976,560.914,0.155809,20.6772383203125,0.943595555273437
"j14","INT","GCC7","SGC","gauss-mix","apache",1.88853125,2063440775819.94,0.8259375,242299770861.5,11.7425115959399,144.35346875,29703697859.3438,12.2590625,914039807513.5,44.2968758455328,544.55365625,21511770783.0938,2.35375,42042969783.625,2.03751625792542,24.99065625,437338831.46875,1.063125,165883.3125,8.03916033103372e-06,0.0380461452912943,0.09890625,865058227661.312,41.9230963006019,889.167478478969,1678997.99654419,0.775226,0.0605032,0.44884,1.60489,1795780129,5.00006,0.0125842,4.81806,5.09272,1795780129,3.87561,0.294976,2.26901,7.77617,1795780129,696.068,0.193352,3479.87,0.966631,12.8174316839844,0.265681914257813
"j14","INT","GCC7","SGC","log-regression","apache",1.7175,991806520339.062,0.8734375,150254320690.25,15.1495593122155,195.81921875,10163156293.0938,6.76375,453212564530.875,45.6956655376452,590.6494375,9260075531.5625,2.0428125,21040643006.125,2.12144770288721,27.408125,359268812.90625,1.7140625,311702.15625,3.14277197205754e-05,0.0867898537552749,0.40621875,367298992111.812,37.0333274472521,447.4209078735,767362.607021094,0.761223,0.075541,0.473522,1.4658,907437991,5.00305,0.015456,4.84643,5.08705,907437991,3.80746,0.368404,2.39109,7.14884,907437991,345.381,0.0959393,1727.52,0.479865,12.0658605404297,0.469792392578125
"j14","INT","GCC7","SGC","mnemonics","functional",1.00034375,888836475244.531,0.6259375,122399862314.594,13.7707960679652,128.517875,24241819064.1562,19.805,441044097961.438,49.6203866555953,463.09059375,24405554049.0312,5.53375,27811471019.875,3.12897378955416,29.1941875,91705875.5625,0.3309375,158526.46875,1.78352793224102e-05,0.172555583646566,0.1664375,297581043948.625,33.4798434868854,952.106846045687,952434.978158281,0.679874,0.0450212,0.476857,1.40143,1895973240,5.01937,0.00955132,4.86573,5.08591,1895973240,3.41229,0.220897,2.40848,6.85556,1895973240,644.511,0.179031,3234.8,0.898556,25.6262757316406,0.0966145142578125
"j14","INT","GCC7","SGC","movie-lens","apache",3.01771875,2836001968981.97,0.6553125,432696943727.938,15.2572844269236,148.65815625,71353562913.1875,16.49,1408933269939.59,49.6802596389897,484.05559375,33259374864.375,2.36,65389471906.0938,2.30568660431257,22.4576875,1452724648.4375,2.2278125,218302.09375,7.69752388940818e-06,0.0150257547108146,0.075,928982283408.344,32.7567693297741,965.173400376844,2910848.64263863,0.889126,0.149767,0.472521,1.68794,1947023442,4.97754,0.030097,4.80557,5.08818,1947023442,4.42136,0.722558,2.38604,8.15942,1947023442,865.574,0.240437,4304.24,1.19562,11.4237120125,0.500315169335937
"j14","INT","GCC7","SGC","naive-bayes","apache",3.24459375,9886898737829.84,0.7625,1419300157409.34,14.3553602211817,162.889,150090108965.875,10.575625,4537071437879.56,45.8897299265982,520.7095,146218089820.531,3.2228125,339127574802.594,3.43006482844705,38.88428125,1638698809.9375,0.4853125,535588.59375,5.41715108543022e-06,0.0327042364694218,0.06146875,3591399567738.34,36.3248450237731,2687.09388528253,8714936.08814922,0.93715,0.163224,0.472521,1.6816,5359925540,4.96795,0.032867,4.80444,5.08932,5359925540,4.65055,0.78662,2.3855,8.13833,5359925540,2511.53,0.697646,12463.3,3.46203,16.7814908546875,0.188710277441406
"j14","INT","GCC7","SGC","neo4j-analytics","database",1.45734375,5762882746868.72,0.6978125,783658879475.031,13.5984007870818,140.97271875,110917818419.031,14.1525,2646135838545.28,45.9166032912229,476.0114375,109726204279.75,4.145625,188435466422.594,3.26931409204537,33.8855625,7568404923.90625,4.020625,570538.28125,9.90149427498866e-06,0.00754988549323717,0.10265625,2144652562425.81,37.2156818296499,3814.21759604809,5559251.98180688,0.733128,0.091312,0.472855,1.63224,7748923670,5.00907,0.0185546,4.81352,5.08818,7748923670,3.67078,0.442998,2.38719,7.90684,7748923670,2840.48,0.789021,14222.3,3.95064,19.7336491558594,1.36241139726562
"j14","INT","GCC7","SGC","page-rank","apache",2.8666875,4547295661165.34,0.665,636772049254.188,14.0033132269094,138.63934375,96314171603.5312,15.125,2160150358401.22,47.5040675047309,470.31334375,87634450334.7812,4.05625,178233418711.844,3.91954816383405,38.8019375,2243937925.3125,1.2590625,551950.84375,1.21380026735467e-05,0.0246123322265962,0.1201875,1572139834798.09,34.5730711045256,1602.368306165,4593069.31540153,0.888255,0.167758,0.476524,1.68761,3215084744,4.97705,0.0339485,4.8033,5.08591,3215084744,4.4154,0.808114,2.40679,8.15015,3215084744,1427.91,0.396641,7097.94,1.97165,19.0770850058594,0.488540644335937
"j14","INT","GCC7","SGC","par-mnemonics","functional",1.237,887231545458.625,0.61125,122259315929.312,13.7798666294495,125.74025,24545382854.9062,20.0759375,441257165980.344,49.7341656692655,453.823875,24545873868.625,5.5621875,36342465534.125,4.09616597424048,37.36565625,113727278.65625,0.3140625,158580.4375,1.78736255364238e-05,0.139467300887595,0.16309375,287372598014.844,32.3898017270445,786.086274270094,972355.362367188,0.706132,0.0626072,0.524887,1.4628,1560192234,5.01382,0.013037,4.84984,5.07797,1560192234,3.53979,0.305508,2.64511,7.13088,1560192234,550.851,0.153014,2761.37,0.767048,25.2425348472656,0.117351514160156
"j14","INT","GCC7","SGC","philosophers","scala",3.034625,1240206257211.78,0.6184375,183830073415.25,14.8226469622679,134.7655625,25297966283.0625,13.760625,558563208136.844,45.0380165037924,409.48053125,31865237435.6562,5.70375,74264342635.9375,5.98742273644841,54.42896875,2243056344.25,3.0221875,150424.375,1.2129509263889e-05,0.00671566468569547,0.11025,423548633023.75,34.1519137974912,449.537084550063,1364136.14044919,0.910512,0.125906,0.50254,1.6259,891761755,4.97272,0.0258588,4.81352,5.0791,891761755,4.52467,0.605757,2.5342,7.88168,891761755,405.98,0.112772,2017.46,0.560407,23.3557458011719,1.64494548994141
"j14","INT","GCC7","SGC","reactors","concurrency",2.20696875,3831403807925.66,0.6290625,502617432769.844,13.1183065340857,121.92140625,86202443663.25,17.1503125,1787539064732.19,46.6546614972631,433.6103125,86413624332.4375,4.834375,175207431608.969,4.57289877950338,42.49334375,5531919636.21875,3.1575,420366.03125,1.09723734628542e-05,0.00762159015724895,0.10203125,1366039878814.66,35.6541331891479,1867.96801936822,4122687.87634859,0.820032,0.160128,0.499205,1.63824,3806468195,4.99098,0.0324366,4.81125,5.0791,3806468195,4.08776,0.771366,2.51965,7.93406,3806468195,1560.71,0.433531,7779.96,2.1611,20.9623485449219,1.34172732890625
"j14","INT","GCC7","SGC","rx-scrabble","functional",1.06296428571429,96920200831.5714,0.675714285714286,14153935170.6786,14.6036989011754,145.095,2212770511.07143,15.6328571428571,47711976018.7143,49.2281018411876,489.107392857143,1763602629.46429,3.69607142857143,2680388186.64286,2.76555836356345,27.4706428571429,39972566.8214286,1.49357142857143,91459.2142857143,9.43654910850448e-05,0.2289326573431,0.937607142857143,32373901455.5357,33.4026408940736,91.78819178875,97551.9357433571,0.68652,0.0582542,0.535894,1.33472,186914513,5.01818,0.0120528,4.87594,5.07343,186914513,3.44456,0.283932,2.70744,6.53972,186914513,64.1603,0.0178223,321.919,0.0894219,18.0777586024235,0.410293672959184
"j14","INT","GCC7","SGC","scala-doku","scala",0.998714285714286,938608000829.357,0.981071428571429,108519177447.536,11.5617134731391,168.869892857143,6651934375.46429,6.12785714285714,394078109733.357,41.9853752843402,613.227392857143,8189482292.5,2.07857142857143,11717808965,1.24842696932071,18.1740714285714,456066261.607143,4.08642857142857,158196.035714286,1.68543242059253e-05,0.0357371203181529,0.246107142857143,424292904683.464,45.2044842732,643.760757991143,643006.388882107,0.686963,0.0429006,0.47519,1.38809,1356597291,5.01801,0.00915149,4.868,5.08818,1356597291,3.44697,0.210832,2.39844,6.78394,1356597291,465.966,0.129435,2338.08,0.649466,12.746369380102,0.74267044744898
"j14","INT","GCC7","SGC","scala-kmeans","scala",0.999892857142857,217071322700.786,1.00571428571429,32993819327.0357,15.1995301811786,227.411,1625565734.82143,4.9275,87407142450.6786,40.2665576654141,602.4485,2479752658.35714,2.83642857142857,3608220170.17857,1.66222902828111,24.8235357142857,22690246.1428571,0.6375,42984.8571428571,1.98021812870442e-05,0.189412444087717,0.296214285714286,93062140752.8929,42.8716831251262,145.136476708214,145136.4168715,0.686232,0.0422295,0.527222,1.3574,293595586,5.01827,0.00900645,4.87254,5.07797,293595586,3.4435,0.207685,2.66166,6.64924,293595586,100.737,0.0279826,505.498,0.140416,17.0880213821429,0.158250040178571
